customer_id,segment_name,Recency,Frequency,Monetary,engagement_score,ticket_count
CUST01535,Loyal Customers,59,9,3967.66,53,2.0
CUST01536,Potential Loyalists,27,2,1335.29,9,1.0
CUST01537,Dormant,184,1,355.81,22,0.0
CUST01538,Potential Loyalists,12,2,811.26,53,0.0
CUST01539,Dormant,219,1,643.65,0,1.0
CUST01540,At Risk,256,3,2546.85,20,1.0
CUST01541,Potential Loyalists,1,2,962.55,28,0.0
CUST01542,Loyal Customers,17,4,2775.17,75,0.0
CUST01543,Dormant,192,1,1270.64,37,0.0
CUST01544,Champions,33,11,6887.0,80,4.0
CUST01545,Dormant,167,2,1091.81,21,0.0
CUST01546,Loyal Customers,10,6,2958.95,26,2.0
CUST01547,At Risk,160,9,7802.05,28,3.0
CUST01548,Champions,40,7,3574.6,8,1.0
CUST01549,At Risk,228,3,3126.75,88,1.0
CUST01550,At Risk,170,4,1841.6,37,0.0
CUST01551,Dormant,45,2,1853.7799999999997,77,0.0
CUST01552,At Risk,169,5,2594.91,15,0.0
CUST01553,Dormant,214,1,381.8,23,0.0
CUST01554,Champions,13,5,4601.29,38,1.0
CUST01555,Loyal Customers,16,4,2401.76,32,1.0
CUST01556,Champions,38,5,3783.21,5,0.0
CUST01557,Loyal Customers,49,4,1918.1799999999998,47,0.0
CUST01558,At Risk,271,3,2406.87,7,1.0
CUST01559,At Risk,154,8,5817.8,29,3.0
CUST01560,Champions,22,5,3607.51,73,1.0
CUST01561,Dormant,214,1,567.89,24,0.0
CUST01562,Loyal Customers,50,4,2620.94,79,1.0
CUST01563,Dormant,81,2,1279.74,0,1.0
CUST01564,Dormant,297,2,1155.5900000000001,5,0.0
CUST01565,Loyal Customers,26,4,3451.03,21,0.0
CUST01566,Dormant,46,2,2075.66,0,0.0
CUST01567,Dormant,406,2,1423.0500000000002,21,0.0
CUST01568,Dormant,239,2,1002.8800000000001,12,1.0
CUST01569,Champions,17,6,4032.73,133,0.0
CUST01570,Dormant,205,2,551.3299999999999,8,0.0
CUST01571,At Risk,314,5,4663.12,4,2.0
CUST01572,Dormant,288,1,1048.29,7,1.0
CUST01573,Champions,14,8,6524.17,48,2.0
CUST01574,At Risk,222,3,2673.15,11,0.0
CUST01575,At Risk,226,3,4439.9800000000005,4,2.0
CUST01576,Dormant,143,2,2235.15,65,1.0
CUST01577,Dormant,168,1,343.71,15,1.0
CUST01578,Potential Loyalists,10,2,2673.95,23,0.0
CUST01579,Loyal Customers,106,8,6050.82,49,1.0
CUST01580,Loyal Customers,57,3,1994.2,55,0.0
CUST01581,Champions,6,14,10443.380000000001,40,5.0
CUST01582,Champions,3,8,4731.45,34,2.0
CUST01583,At Risk,322,3,1979.92,14,0.0
CUST01584,Champions,33,6,10939.56,43,0.0
CUST01585,Dormant,84,1,327.29,19,0.0
CUST01586,Potential Loyalists,38,2,2246.2200000000003,30,1.0
CUST01587,At Risk,190,5,3345.9300000000003,46,2.0
CUST01588,At Risk,206,4,3378.07,9,1.0
CUST01589,Dormant,208,2,883.23,4,0.0
CUST01590,Dormant,190,2,1250.94,43,0.0
CUST01591,At Risk,197,3,2829.57,22,2.0
CUST01592,Potential Loyalists,19,2,909.89,57,0.0
CUST01593,Dormant,91,1,675.24,87,0.0
CUST01594,Champions,13,6,3131.56,10,1.0
CUST01595,Loyal Customers,33,4,1975.6599999999999,41,0.0
CUST01596,Champions,21,7,5339.889999999999,47,1.0
CUST01597,Loyal Customers,51,7,3606.2200000000003,24,2.0
CUST01598,Loyal Customers,17,4,1821.96,27,0.0
CUST01599,At Risk,143,3,1748.0800000000002,13,0.0
CUST01600,Dormant,61,1,657.78,14,0.0
CUST01601,Loyal Customers,51,7,6554.65,41,2.0
CUST01602,Champions,12,5,3517.8100000000004,38,1.0
CUST01603,At Risk,227,4,2882.1099999999997,0,1.0
CUST01604,Loyal Customers,39,7,2918.56,70,2.0
CUST01605,Dormant,54,2,1483.0,23,0.0
CUST01606,Dormant,241,1,282.09,7,1.0
CUST01607,Dormant,216,1,1515.3,33,0.0
CUST01608,Loyal Customers,5,4,2151.46,5,0.0
CUST01609,At Risk,130,3,1380.23,26,2.0
CUST01610,Champions,8,6,4365.28,29,2.0
CUST01611,Champions,33,7,3432.4,4,2.0
CUST01612,Dormant,344,1,725.09,7,0.0
CUST01613,Dormant,316,2,1983.37,0,0.0
CUST01614,Champions,17,12,7790.98,24,3.0
CUST01615,Loyal Customers,41,4,2580.1400000000003,19,1.0
CUST01616,At Risk,221,6,4472.110000000001,27,2.0
CUST01617,At Risk,132,4,3694.23,44,2.0
CUST01618,At Risk,145,6,4011.61,10,0.0
CUST01619,Loyal Customers,24,5,3063.82,55,0.0
CUST01620,Champions,38,7,4320.45,52,0.0
CUST01621,Champions,5,9,5149.33,70,1.0
CUST01622,Loyal Customers,48,8,4147.12,33,2.0
CUST01623,Dormant,420,2,1834.9099999999999,0,0.0
CUST01624,Loyal Customers,53,6,3439.3,62,1.0
CUST01625,Loyal Customers,60,4,2731.9700000000003,39,1.0
CUST01626,Loyal Customers,89,4,2267.6099999999997,26,0.0
CUST01627,At Risk,356,4,2804.23,6,0.0
CUST01628,At Risk,241,3,1760.35,23,1.0
CUST01629,Dormant,142,2,1120.0,5,1.0
CUST01630,Champions,5,10,8489.73,32,1.0
CUST01631,Loyal Customers,53,7,5285.04,86,1.0
CUST01632,Dormant,67,1,1472.62,29,0.0
CUST01633,Loyal Customers,42,5,2081.99,21,1.0
CUST01634,Dormant,101,1,668.05,33,0.0
CUST01635,Loyal Customers,49,6,4313.25,53,2.0
CUST01636,Loyal Customers,3,4,2885.52,47,0.0
CUST01637,Loyal Customers,54,11,7075.92,34,3.0
CUST01638,Champions,1,8,5077.9,36,0.0
CUST01639,Dormant,227,2,2292.2200000000003,15,0.0
CUST01640,Dormant,166,1,464.57,44,0.0
CUST01641,Champions,14,6,4815.66,76,1.0
CUST01642,Champions,35,6,5216.96,23,0.0
CUST01643,At Risk,243,5,3485.7299999999996,34,0.0
CUST01644,At Risk,179,8,5024.66,25,3.0
CUST01645,Champions,10,6,3999.9,53,0.0
CUST01646,Champions,37,9,5389.26,47,0.0
CUST01647,Champions,32,7,6464.3099999999995,45,0.0
CUST01648,Potential Loyalists,16,2,1174.65,14,0.0
CUST01649,Dormant,304,1,376.88,5,0.0
CUST01650,Potential Loyalists,24,2,2187.6,50,0.0
CUST01651,At Risk,148,3,2543.79,0,1.0
CUST01652,Loyal Customers,56,7,4915.62,10,2.0
CUST01653,At Risk,148,3,2168.75,0,1.0
CUST01654,Dormant,54,2,1618.19,8,0.0
CUST01655,Loyal Customers,74,8,7066.74,11,2.0
CUST01656,Champions,9,9,5263.7300000000005,102,1.0
CUST01657,Dormant,389,1,149.0,13,0.0
CUST01658,Champions,6,9,8066.37,17,2.0
CUST01659,Loyal Customers,12,3,1750.44,36,0.0
CUST01660,Loyal Customers,46,9,8594.48,40,1.0
CUST01661,Dormant,215,2,826.76,0,1.0
CUST01662,Loyal Customers,94,3,2215.29,14,0.0
CUST01663,Champions,31,8,6761.96,22,2.0
CUST01664,At Risk,136,3,2080.54,132,1.0
CUST01665,Dormant,136,1,335.28,32,0.0
CUST01666,At Risk,379,5,4392.38,26,1.0
CUST01667,Dormant,197,2,1307.77,62,0.0
CUST01668,At Risk,167,8,5325.84,48,0.0
CUST01669,Dormant,204,2,1801.98,0,0.0
CUST01670,Loyal Customers,46,3,2794.54,81,1.0
CUST01671,Loyal Customers,57,6,5213.54,4,2.0
CUST01672,Loyal Customers,90,5,2937.06,48,0.0
CUST01673,Loyal Customers,13,3,3125.58,21,0.0
CUST01674,Loyal Customers,3,6,3081.0099999999998,35,1.0
CUST01675,Dormant,193,2,1309.95,16,0.0
CUST01676,At Risk,194,3,1460.8000000000002,31,1.0
CUST01677,Champions,24,9,4880.6,14,0.0
CUST01678,Champions,31,7,4519.16,6,0.0
CUST01679,Loyal Customers,90,4,2798.27,42,0.0
CUST01680,Potential Loyalists,33,2,3278.2,50,0.0
CUST01681,Loyal Customers,55,5,3861.42,38,1.0
CUST01682,At Risk,288,5,1999.79,0,1.0
CUST01683,Champions,32,6,7342.29,40,1.0
CUST01684,Champions,23,5,4623.66,19,0.0
CUST01685,At Risk,339,6,3081.38,9,1.0
CUST01686,Dormant,199,1,699.98,0,1.0
CUST01687,At Risk,142,5,2765.61,17,0.0
CUST01688,At Risk,191,4,4056.68,38,1.0
CUST01689,At Risk,123,4,2918.12,43,1.0
CUST01690,At Risk,131,4,3930.82,15,2.0
CUST01691,Dormant,150,1,591.46,34,1.0
CUST01692,At Risk,237,7,4276.32,35,3.0
CUST01693,Potential Loyalists,22,2,994.37,47,0.0
CUST01694,Dormant,99,1,759.46,67,0.0
CUST01695,Loyal Customers,39,5,2439.2,133,1.0
CUST01696,Dormant,188,2,1047.8,5,0.0
CUST01697,Loyal Customers,31,4,3156.29,22,0.0
CUST01698,Loyal Customers,48,10,9449.57,29,4.0
CUST01699,At Risk,303,6,3095.45,9,0.0
CUST01700,Loyal Customers,67,3,2536.5,61,0.0
CUST01701,Dormant,75,1,388.29,20,0.0
CUST01702,At Risk,270,3,2444.42,18,0.0
CUST01703,Loyal Customers,49,3,2492.7200000000003,30,0.0
CUST01704,Potential Loyalists,24,2,1371.96,68,0.0
CUST01705,Loyal Customers,29,4,2470.94,101,1.0
CUST01706,Champions,33,8,5035.05,27,1.0
CUST01707,Loyal Customers,6,3,2140.2200000000003,32,1.0
CUST01708,Loyal Customers,12,4,2083.07,50,0.0
CUST01709,At Risk,218,3,1524.54,4,0.0
CUST01710,Loyal Customers,29,4,2030.26,58,1.0
CUST01711,Champions,22,6,3154.94,13,0.0
CUST01712,Potential Loyalists,20,2,1445.64,56,1.0
CUST01713,Loyal Customers,102,7,5539.05,4,3.0
CUST01714,At Risk,193,8,7387.29,0,1.0
CUST01715,At Risk,182,4,2342.73,20,2.0
CUST01716,Loyal Customers,49,4,3155.1400000000003,5,1.0
CUST01717,Champions,5,6,6178.63,31,0.0
CUST01718,Loyal Customers,59,13,7038.5,17,3.0
CUST01719,At Risk,209,4,2725.06,26,1.0
CUST01720,Loyal Customers,50,4,1688.8,42,1.0
CUST01721,Dormant,99,1,617.29,28,0.0
CUST01722,Dormant,120,1,359.06,7,0.0
CUST01723,Loyal Customers,56,7,8375.310000000001,23,2.0
CUST01724,Dormant,100,2,1680.71,77,0.0
CUST01725,Dormant,105,1,632.03,46,1.0
CUST01726,Potential Loyalists,9,2,2310.06,126,0.0
CUST01727,Loyal Customers,3,6,2844.76,62,0.0
CUST01728,Loyal Customers,18,3,1677.62,36,0.0
CUST01729,Loyal Customers,44,3,2641.76,83,2.0
CUST01730,At Risk,181,7,5329.4400000000005,38,4.0
CUST01731,At Risk,163,4,2888.49,4,0.0
CUST01732,Champions,18,9,9678.22,23,2.0
CUST01733,At Risk,153,4,2532.24,12,3.0
CUST01734,At Risk,221,5,5871.23,15,2.0
CUST01735,Dormant,122,2,1287.08,37,1.0
CUST01736,Champions,25,7,5234.81,41,2.0
CUST01737,Potential Loyalists,1,2,1159.58,67,0.0
CUST01738,Champions,36,6,4789.29,43,0.0
CUST01739,Loyal Customers,51,3,1071.46,23,0.0
CUST01740,Dormant,60,2,1138.43,4,0.0
CUST01741,Champions,39,8,7503.84,12,1.0
CUST01742,At Risk,191,6,3970.62,81,1.0
CUST01743,Loyal Customers,58,4,1735.96,36,1.0
CUST01744,Potential Loyalists,5,2,2040.38,21,0.0
CUST01745,Dormant,265,2,806.46,34,0.0
CUST01746,At Risk,300,4,2960.62,7,1.0
CUST01747,Potential Loyalists,6,2,2103.41,44,0.0
CUST01748,Dormant,97,1,150.03,29,0.0
CUST01749,Dormant,251,2,1709.8200000000002,0,1.0
CUST01750,Dormant,198,1,556.93,19,0.0
CUST01751,Potential Loyalists,28,2,977.3,11,0.0
CUST01752,Dormant,232,1,516.34,10,0.0
CUST01753,Loyal Customers,54,3,2669.68,19,0.0
CUST01754,Loyal Customers,34,3,1185.93,25,0.0
CUST01755,At Risk,213,6,3652.4,19,2.0
CUST01756,Loyal Customers,49,8,7136.14,71,0.0
CUST01757,Dormant,228,2,1856.03,6,0.0
CUST01758,Dormant,139,1,411.88,14,0.0
CUST01759,Dormant,150,2,1973.57,22,0.0
CUST01760,Champions,16,9,7551.53,8,3.0
CUST01761,Champions,15,14,9392.04,12,3.0
CUST01762,Champions,31,9,6813.1,6,2.0
CUST01763,Dormant,69,1,705.53,21,1.0
CUST01764,Loyal Customers,106,3,1471.8400000000001,31,1.0
CUST01765,Dormant,326,2,1739.8,0,0.0
CUST01766,Dormant,224,1,561.64,25,0.0
CUST01767,At Risk,206,3,1605.14,31,3.0
CUST01768,Champions,7,8,6118.25,66,1.0
CUST01769,Champions,22,6,6843.43,56,2.0
CUST01770,At Risk,119,3,1327.79,15,2.0
CUST01771,Champions,21,5,3660.56,65,0.0
CUST01772,Dormant,315,2,1751.38,0,0.0
CUST01773,At Risk,257,5,4845.14,36,1.0
CUST01774,At Risk,213,6,3826.09,0,3.0
CUST01775,Loyal Customers,43,3,2670.2,25,1.0
CUST01776,Dormant,140,2,2686.35,21,0.0
CUST01777,At Risk,228,5,3035.66,38,1.0
CUST01778,Dormant,148,1,512.32,31,0.0
CUST01779,At Risk,228,4,3408.21,18,2.0
CUST01780,Loyal Customers,20,4,3247.38,44,3.0
CUST01781,Dormant,302,1,1360.78,14,1.0
CUST01782,At Risk,198,7,4334.56,7,0.0
CUST01783,Loyal Customers,55,6,4242.639999999999,5,0.0
CUST01784,Loyal Customers,41,4,2861.2200000000003,75,1.0
CUST01785,Potential Loyalists,5,2,1574.6,7,0.0
CUST01786,Loyal Customers,59,7,4294.38,11,3.0
CUST01787,Loyal Customers,31,3,3655.99,27,0.0
CUST01788,Champions,9,7,4885.62,18,2.0
CUST01789,Dormant,113,1,341.52,33,0.0
CUST01790,Loyal Customers,101,3,1750.7,5,0.0
CUST01791,Dormant,143,2,516.61,23,0.0
CUST01792,Dormant,59,2,1461.82,56,0.0
CUST01793,Loyal Customers,109,4,5185.16,16,1.0
CUST01794,Loyal Customers,36,3,2241.93,58,0.0
CUST01795,Dormant,150,1,1266.99,33,1.0
CUST01796,Dormant,94,1,500.81,30,0.0
CUST01797,Dormant,178,1,1593.85,44,1.0
CUST01798,At Risk,164,4,3577.66,37,1.0
CUST01799,Dormant,135,1,659.32,0,1.0
CUST01800,Dormant,183,1,507.22,24,0.0
CUST01801,Dormant,85,1,371.61,70,1.0
CUST01802,At Risk,200,3,1461.8,14,1.0
CUST01803,Loyal Customers,13,4,2673.93,6,2.0
CUST01804,At Risk,238,3,1552.45,27,0.0
CUST01805,Dormant,98,1,433.16,0,0.0
CUST01806,Loyal Customers,26,3,1433.8600000000001,35,0.0
CUST01807,Loyal Customers,29,4,3703.79,17,1.0
CUST01808,Champions,3,8,6870.57,28,1.0
CUST01809,Champions,7,8,7857.91,7,1.0
CUST01810,Loyal Customers,41,4,1668.1399999999999,34,0.0
CUST01811,Champions,17,6,4863.08,37,3.0
CUST01812,Champions,32,6,3399.87,101,0.0
CUST01813,Loyal Customers,56,6,4038.11,36,1.0
CUST01814,Loyal Customers,2,3,1606.9,31,1.0
CUST01815,Potential Loyalists,9,2,2514.74,25,0.0
CUST01816,Dormant,250,1,507.79,8,0.0
CUST01817,At Risk,208,7,5667.97,34,1.0
CUST01818,At Risk,229,5,3080.04,6,1.0
CUST01819,Dormant,143,2,1750.5700000000002,14,2.0
CUST01820,Champions,18,13,9193.23,44,4.0
CUST01821,Loyal Customers,102,5,3708.96,13,0.0
CUST01822,Loyal Customers,52,5,4482.68,5,1.0
CUST01823,Champions,7,5,4992.96,29,0.0
CUST01824,At Risk,262,5,5499.38,20,2.0
CUST01825,Potential Loyalists,5,2,1127.7199999999998,61,1.0
CUST01826,At Risk,118,5,3208.37,0,0.0
CUST01827,Loyal Customers,21,4,1887.82,34,0.0
CUST01828,At Risk,183,3,1876.83,26,0.0
CUST01829,At Risk,162,7,4605.35,19,1.0
CUST01830,Loyal Customers,88,4,2433.02,10,1.0
CUST01831,Loyal Customers,6,3,2174.13,64,1.0
CUST01832,At Risk,156,5,5038.610000000001,19,1.0
CUST01833,Champions,12,8,5277.49,5,0.0
CUST01834,Loyal Customers,6,3,2057.24,34,0.0
CUST01835,Dormant,193,1,710.25,107,0.0
CUST01836,At Risk,186,6,3567.04,83,1.0
CUST01837,Dormant,137,1,441.28,27,0.0
CUST01838,Dormant,125,2,775.96,32,0.0
CUST01839,Loyal Customers,7,5,2904.01,99,0.0
CUST01840,Loyal Customers,9,4,2778.5,24,0.0
CUST01841,Champions,10,7,5325.389999999999,110,1.0
CUST01842,Dormant,222,1,1332.91,0,0.0
CUST01843,Loyal Customers,41,3,3230.01,49,0.0
CUST01844,Champions,21,8,5250.11,58,1.0
CUST01845,Dormant,225,1,545.67,21,0.0
CUST01846,At Risk,137,7,4758.75,26,4.0
CUST01847,Dormant,50,2,1729.73,12,0.0
CUST01848,Loyal Customers,51,6,5463.58,48,1.0
CUST01849,Potential Loyalists,37,2,755.23,15,0.0
CUST01850,Loyal Customers,49,4,2045.6,19,0.0
CUST01851,Dormant,416,1,289.22,11,0.0
CUST01852,Dormant,109,1,572.93,11,1.0
CUST01853,At Risk,214,6,3611.41,0,3.0
CUST01854,Dormant,211,2,1301.87,32,0.0
CUST01855,Champions,36,5,4629.85,49,3.0
CUST01856,At Risk,272,3,1379.79,0,3.0
CUST01857,At Risk,135,9,5573.32,5,5.0
CUST01858,Loyal Customers,27,3,1371.99,55,1.0
CUST01859,Loyal Customers,43,5,3473.82,84,0.0
CUST01860,Loyal Customers,38,3,1262.77,53,2.0
CUST01861,Loyal Customers,23,4,3165.46,16,0.0
CUST01862,Loyal Customers,17,4,4513.64,29,0.0
CUST01863,Dormant,249,1,530.13,29,0.0
CUST01864,Loyal Customers,10,3,1705.88,18,0.0
CUST01865,At Risk,121,3,1867.7600000000002,28,2.0
CUST01866,Dormant,131,1,510.52,114,1.0
CUST01867,Dormant,47,2,993.32,16,0.0
CUST01868,At Risk,141,3,26057.29,24,0.0
CUST01869,Loyal Customers,44,9,5857.74,59,1.0
CUST01870,Champions,12,5,4533.36,53,2.0
CUST01871,Dormant,161,1,1448.69,6,1.0
CUST01872,Champions,37,8,5314.91,22,2.0
CUST01873,Champions,18,7,3448.67,21,0.0
CUST01874,Dormant,49,2,1371.8600000000001,6,0.0
CUST01875,At Risk,135,7,3162.7799999999997,0,2.0
CUST01876,At Risk,204,5,4129.84,5,0.0
CUST01877,Champions,29,5,4183.82,5,2.0
CUST01878,Dormant,83,1,314.15,18,0.0
CUST01879,Dormant,85,1,709.74,23,1.0
CUST01880,At Risk,292,4,1569.8400000000001,12,1.0
CUST01881,Loyal Customers,49,6,3481.1,0,4.0
CUST01882,Dormant,280,2,965.8,0,0.0
CUST01883,Champions,8,6,3559.8500000000004,14,1.0
CUST01884,At Risk,295,3,2372.63,10,1.0
CUST01885,Loyal Customers,54,6,3648.76,51,1.0
CUST01886,Dormant,139,2,948.26,30,0.0
CUST01887,At Risk,187,6,3354.62,4,1.0
CUST01888,Champions,37,7,3619.24,17,1.0
CUST01889,Loyal Customers,27,3,2445.84,26,0.0
CUST01890,Dormant,287,1,416.76,5,0.0
CUST01891,Dormant,278,2,3614.49,0,2.0
CUST01892,Potential Loyalists,10,2,923.6999999999999,20,0.0
CUST01893,Champions,3,5,3337.38,13,2.0
CUST01894,At Risk,256,4,3166.55,8,0.0
CUST01895,Dormant,390,1,1344.42,41,0.0
CUST01896,Potential Loyalists,12,2,849.76,72,0.0
CUST01897,Champions,41,7,5033.2699999999995,44,1.0
CUST01898,Dormant,279,1,829.18,4,0.0
CUST01899,Dormant,114,2,1576.16,8,1.0
CUST01900,Champions,25,10,6738.13,46,1.0
CUST01901,At Risk,224,3,2344.37,43,0.0
CUST01902,Loyal Customers,26,3,1130.94,5,0.0
CUST01903,Champions,29,9,5606.46,40,4.0
CUST01904,Loyal Customers,35,4,3741.26,30,3.0
CUST01905,Loyal Customers,51,4,2668.83,41,1.0
CUST01906,Potential Loyalists,25,2,975.0,21,0.0
CUST01907,Champions,5,6,3723.8199999999997,12,0.0
CUST01908,At Risk,277,3,1025.52,5,0.0
CUST01909,Potential Loyalists,4,2,1299.92,74,0.0
CUST01910,At Risk,191,5,2642.55,8,0.0
CUST01911,Champions,7,10,6891.04,17,2.0
CUST01912,Loyal Customers,11,5,2488.9700000000003,88,1.0
CUST01913,Dormant,139,1,422.52,14,0.0
CUST01914,Loyal Customers,50,7,6013.65,35,2.0
CUST01915,At Risk,334,4,3357.25,4,0.0
CUST01916,Loyal Customers,25,3,1477.4,18,0.0
CUST01917,Dormant,257,2,1593.3,14,0.0
CUST01918,At Risk,231,4,3621.08,6,0.0
CUST01919,Potential Loyalists,28,2,1871.4899999999998,54,0.0
CUST01920,At Risk,276,4,2814.54,4,1.0
CUST01921,At Risk,136,4,2532.17,61,1.0
CUST01922,Loyal Customers,45,4,3374.0299999999997,67,0.0
CUST01923,At Risk,207,3,1359.38,54,0.0
CUST01924,Potential Loyalists,24,2,703.29,76,0.0
CUST01925,Loyal Customers,13,3,1610.02,63,0.0
CUST01926,Dormant,191,1,449.37,35,0.0
CUST01927,At Risk,224,3,3362.8999999999996,6,0.0
CUST01928,Loyal Customers,13,5,2986.37,58,1.0
CUST01929,Dormant,224,2,735.4100000000001,32,0.0
CUST01930,Loyal Customers,31,3,1579.7,8,0.0
CUST01931,Loyal Customers,31,4,2261.88,49,0.0
CUST01932,Potential Loyalists,42,2,2839.42,72,0.0
CUST01933,Loyal Customers,100,6,3230.78,26,0.0
CUST01934,Potential Loyalists,39,2,1101.81,43,0.0
CUST01935,Dormant,113,1,308.98,38,0.0
CUST01936,Dormant,60,2,1160.81,51,0.0
CUST01937,Dormant,181,1,383.33,13,0.0
CUST01938,Champions,21,6,3592.5299999999997,28,2.0
CUST01939,Champions,7,5,3464.73,65,1.0
CUST01940,Champions,3,9,7225.11,76,1.0
CUST01941,Champions,39,10,6200.41,56,2.0
CUST01942,Dormant,310,1,523.56,24,0.0
CUST01943,Loyal Customers,54,5,5229.27,48,1.0
CUST01944,Champions,22,8,6521.58,33,2.0
CUST01945,Dormant,179,1,554.68,0,0.0
CUST01946,Loyal Customers,60,4,1904.3400000000001,29,2.0
CUST01947,At Risk,184,7,4832.0599999999995,33,0.0
CUST01948,Dormant,231,2,1170.93,14,1.0
CUST01949,At Risk,197,8,9603.31,56,1.0
CUST01950,At Risk,197,3,1395.9099999999999,13,0.0
CUST01951,At Risk,186,4,2559.6099999999997,14,1.0
CUST01952,Dormant,374,2,922.6,16,0.0
CUST01953,Dormant,237,1,886.28,0,0.0
CUST01954,Loyal Customers,54,11,8402.98,12,3.0
CUST01955,Champions,9,10,4916.2699999999995,54,2.0
CUST01956,Dormant,139,1,301.98,21,0.0
CUST01957,At Risk,271,3,2989.2,15,1.0
CUST01958,At Risk,174,7,3390.38,35,4.0
CUST01959,Loyal Customers,21,3,2332.59,26,0.0
CUST01960,Loyal Customers,12,3,2058.57,25,0.0
CUST01961,At Risk,140,4,3056.04,7,2.0
CUST01962,At Risk,203,8,5467.6900000000005,11,2.0
CUST01963,Dormant,174,1,827.54,24,0.0
CUST01964,Potential Loyalists,13,2,1288.24,23,0.0
CUST01965,Dormant,257,2,1060.55,17,1.0
CUST01966,At Risk,110,6,5099.78,39,1.0
CUST01967,Loyal Customers,89,4,1574.64,58,2.0
CUST01968,Dormant,120,1,1323.58,15,1.0
CUST01969,Loyal Customers,25,3,2165.71,19,1.0
CUST01970,Loyal Customers,49,4,2507.45,83,0.0
CUST01971,Loyal Customers,23,3,2955.46,47,1.0
CUST01972,Champions,20,12,7166.04,98,2.0
CUST01973,Loyal Customers,14,4,3552.32,135,0.0
CUST01974,Champions,10,8,4336.05,55,2.0
CUST01975,Champions,39,6,3940.8999999999996,42,1.0
CUST01976,Champions,37,7,6343.9,79,3.0
CUST01977,Loyal Customers,37,4,3378.67,51,1.0
CUST01978,At Risk,217,7,6034.36,11,2.0
CUST01979,Potential Loyalists,21,2,1075.89,92,0.0
CUST01980,Champions,22,10,8871.41,45,1.0
CUST01981,Champions,20,6,6131.18,98,1.0
CUST01982,Champions,22,9,4892.66,25,2.0
CUST01983,Loyal Customers,6,5,1927.91,75,0.0
CUST01984,Loyal Customers,48,9,5138.389999999999,60,2.0
CUST01985,Potential Loyalists,32,2,2382.24,70,0.0
CUST01986,Champions,41,6,6117.86,121,3.0
CUST01987,Dormant,188,1,299.78,16,0.0
CUST01988,Loyal Customers,3,4,14032.75,8,0.0
CUST01989,At Risk,131,3,1255.63,0,0.0
CUST01990,At Risk,120,4,3877.7699999999995,46,0.0
CUST01991,At Risk,126,7,5405.02,42,2.0
CUST01992,Loyal Customers,8,4,3269.68,49,0.0
CUST01993,Champions,3,7,3740.82,0,2.0
CUST01994,Champions,27,7,5006.93,0,0.0
CUST01995,At Risk,205,5,2602.16,11,1.0
CUST01996,Loyal Customers,14,4,3858.54,8,0.0
CUST01997,Loyal Customers,51,5,3804.33,59,0.0
CUST01998,Champions,12,9,9097.95,67,2.0
CUST01999,Dormant,131,2,762.25,15,0.0
CUST02000,At Risk,157,10,4734.83,76,2.0
CUST02001,Loyal Customers,49,4,4215.38,75,0.0
CUST02002,Champions,18,7,6389.57,34,1.0
CUST02003,Dormant,230,2,1381.48,12,0.0
CUST02004,Potential Loyalists,37,2,1801.8700000000001,36,0.0
CUST02005,Champions,3,6,3793.33,39,1.0
CUST02006,Potential Loyalists,3,2,2717.7400000000002,11,0.0
CUST02007,At Risk,213,6,5058.75,22,1.0
CUST02008,At Risk,289,4,4601.66,15,2.0
CUST02009,Champions,13,6,4868.95,6,1.0
CUST02010,Champions,25,5,6149.849999999999,29,0.0
CUST02011,At Risk,191,4,4620.1,14,0.0
CUST02012,Potential Loyalists,19,2,753.46,35,1.0
CUST02013,Dormant,52,2,1418.68,44,0.0
CUST02014,Loyal Customers,1,4,1934.85,0,0.0
CUST02015,At Risk,273,4,5003.34,18,0.0
CUST02016,Potential Loyalists,32,2,882.6200000000001,90,0.0
CUST02017,Dormant,138,2,1871.94,53,0.0
CUST02018,Dormant,107,1,873.21,91,1.0
CUST02019,Champions,26,10,5948.59,48,2.0
CUST02020,Loyal Customers,91,3,2876.52,46,0.0
CUST02021,Loyal Customers,60,5,4697.28,50,1.0
CUST02022,Loyal Customers,31,4,1860.8,5,1.0
CUST02023,Dormant,105,1,888.97,43,0.0
CUST02024,Champions,21,11,6485.26,98,0.0
CUST02025,Loyal Customers,52,6,5175.9,19,0.0
CUST02026,Champions,37,6,5043.0,7,0.0
CUST02027,Loyal Customers,56,4,3475.88,50,0.0
CUST02028,Dormant,188,2,1517.08,12,0.0
CUST02029,Loyal Customers,23,5,2791.39,0,1.0
CUST02030,Champions,16,7,4841.91,122,0.0
CUST02031,Dormant,228,2,734.56,11,0.0
CUST02032,Dormant,403,2,1046.18,14,0.0
CUST02033,Loyal Customers,59,5,3320.35,45,0.0
CUST02034,Dormant,46,2,897.86,38,0.0
CUST02035,At Risk,154,3,2201.39,0,1.0
CUST02036,Champions,22,9,5895.1,36,0.0
CUST02037,Dormant,62,2,1131.94,15,2.0
CUST02038,At Risk,323,3,1941.74,13,1.0
CUST02039,At Risk,221,3,1806.76,0,1.0
CUST02040,Potential Loyalists,21,2,1156.0,61,0.0
CUST02041,Champions,9,7,8711.11,48,2.0
CUST02042,Loyal Customers,47,5,2765.54,36,1.0
CUST02043,Loyal Customers,35,3,2232.97,26,0.0
CUST02044,Loyal Customers,52,8,6994.62,77,1.0
CUST02045,Dormant,153,1,626.4,23,0.0
CUST02046,At Risk,343,6,4967.95,33,2.0
